product,sale_date,category,quantity,total_price,total_profit,payment_type,customer_id,location,gender,age_band,year,quarter,page,source_url
Dark Wash Straight Fit Jeans,2025-04-28,Men — Jeans,1,29.7,9.9,CC,7922,Cork,Male,Range 35–44,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Black Single Cuff Shirt,2025-04-28,Men — Shirts,1,42.0,15.96,Credit Card,1603,Dublin,F,Category 25-34,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Pink Slim Fit Double Cuff Shirt,2025-04-28,Men — Shirts,1,29.0,11.02,Debit Card,17616,Dublin,Female,Range 35—44,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Black Skinny Fit Jeans,2025-04-28,Men — Jeans,1,41.4,13.8,Credit Card,14169,Dublin,Male,45–54,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Black Loose Fit Jeans,2025-04-28,Men — Jeans,1,29.0,11.6,Credit Card,13794,Dublin,Male,Range 25-34,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Blue Stripe Snuggle Fit Pyjamas,2025-04-28,Children — Boys Clothing,4,74.0,37.74,Debit Card,13006,Meath,M,35-44,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Black Jersey Denim Leggings,2025-04-28,Men — Trousers,1,57.0,27.93,Credit Card,6204,Kerry,Female,Category 25-34,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Blue Puff Sleeve T-shirt Five Pack,2025-04-29,Children — Girls Clothing,1,21.5,10.96,Debit Card,7562,Kerry,M,Range 18—24,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
White Short Sleeve Bird Print Shirt,2025-04-29,Men —  Shirts,1,29.0,11.02,Debit Card,18875,Meath,Male,Range 35–44,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Multi Short Sleeve Character T-shirt,2025-04-29,Children — Boys Clothing,1,16.5,8.41,Credit Card,9206,Dublin,Male,Category 18–24,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Rose Gold Two Tier Drainer,2025-04-29,Homeware — Design,1,31.0,12.4,Credit  Card,6916,Meath,M,18-24,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Blue Floral Embroidered Mac,2025-04-29,Children — Girls Clothing,1,35.0,17.85,Debit Card,5500,Monaghan,M,Category 25-34,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
White Polo Two Pack,2025-04-29,Children — Girls Clothing,2,15.0,7.65,Debit Card,2297,Cork,Female,Range 35—44,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Black Skinny Fit Ultra Flex Jeans,2025-04-29,Men — Jeans,1,29.7,9.9,Debit Card,15553,Cork,Prefer not to say,Group 25-34,2025,2,5,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page05.html
Blue Corbed Sandals,2025-04-29,Children — Boys Clothing,1,18.5,9.44,Credit Card,1478,Dublin,Female,Group 35-44,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Pink Cheque Shirt Dress,2025-04-29,Children — Girls Clothing,1,14.85,6.76,Credit Card,2884,Louth,M,Range 35-44,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Black Skinny Fit Ultra Flex Jeans,2025-04-29,Men — Jeans,1,33.0,13.2,CC,13747,Wicklow,F,Group 55-64,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Floral Embroidered Kaftan,2025-04-29,Children — Girls Clothing,1,32.0,16.32,Debit Card,17366,Dublin,Female,Group 35-44,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Dwellers Stool,2025-04-29,Homeware  — Design,5,57.5,23.0,Credit Card,3375,Dublin,Male,Range 18-24,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Black Loose Fit Jeans,2025-04-30,Men — Jeans,1,29.0,11.6,PayPal,16472,Laois,Male,35—44,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
White Polo Two Pack,2025-04-30,Children — Girls Clothing,1,7.5,3.83,Credit Card,5412,Dublin,Male,Range 45-54,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Lilac/Mint Long Sleeve Shirts,2025-04-30,Children — Girls Clothing,1,26.0,13.26,Credit Card,11966,Donegal,Female,35-44,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
White Colour Block T-Shirt,2025-04-30,Children — Boys Clothing,2,45.0,22.95,Debit Card,11628,Offaly,M,25-34,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Black Tea Dress,2025-04-30,Women — Dresses,1,33.3,14.8,Credit Card,4481,Monaghan,F,25–34,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Double Wall Mug,2025-04-30,Homeware — Design,1,12.5,5.0,Credit Card,13009,Longford,M,Category 25-34,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Hawaiian Print Sun Safe Two Piece,2025-04-30,Children — Girls Clothing,2,35.0,17.85,CC,16034,Dublin,Male,Group 25—34,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Pink Slim Fit Double Cuff Shirt,2025-05-01,Men — Shirts,1,29.0,11.02,Credit Card,17041,Kerry,Female,Category 25-34,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Marshall Oxford Shirt,2025-05-01,Men — Shirts,2,126.0,47.88,Debit Card,18169,Cork,M,Category 35-44,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Dark Ink Slim Fit Jeans,2025-05-01,Men — Jeans,1,46.0,18.4,Debit Card,7966,Dublin,Female,Range 25-34,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
White Short Sleeve Oxford Shirt,2025-05-02,Men — Shirts,1,53.0,20.14,Voucher,11222,Cork,Female,35-44,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Pink Linen Blend Parallel Trousers,2025-05-02,Men — Trousers,3,105.0,51.45,Debit Card,13434,Mayo,Female,Group 35—44,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Hawaiian Print Sun Safe Two Piece,2025-05-02,Children — Girls Clothing,1,17.5,8.93,Debit Card,1469,Cork,Female,Category 35—44,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Lilac/Mint Long Sleeve Shirts,2025-05-02,Children — Girls Clothing,1,26.0,13.26,Credit Card,18369,Limerick,Female,25-34,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Dwellers Stool,2025-05-02,Homeware — Design,9,103.5,41.4,Credit Card,3819,Cork,M,Category 25-34,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Orange/Navy Shorts Three Pack,2025-05-02,Children — Girls Clothing,2,33.0,16.83,Debit Card,7453,Dublin,Male,Group 18-24,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Blue Floral Embroidered Mac,2025-05-02,Children — Girls Clothing,1,35.0,17.85,Voucher,6700,Kerry,Female,55-64,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Red Wing Iron Ranger Boot,2025-05-03,Men — Shoes,1,87.0,39.15,CC,14050,Dublin,Female,45-54,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Marshall Oxford Shirt,2025-05-03,Men — Shirts,1,56.7,17.64,Credit Card,11872,Kilkenny,Male,45-54,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Blue Stripe Snuggle Fit Pyjamas,2025-05-03,Children — Boys Clothing,1,18.5,9.44,Debit Card,4261,Waterford,Female,Category 35-44,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Pink Cheque Shirt Dress,2025-05-03,Children — Girls  Clothing,1,16.5,8.41,Credit Card,16462,Cork,Female,Category 45–54,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Orange/Navy Shorts Three Pack,2025-05-03,Children — Girls Clothing,2,33.0,16.83,Credit  Card,12759,Dublin,Female,18-24,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Crinkle Velvet Bed Set,2025-05-03,Homeware — Bed Bath,2,110.0,38.5,Credit Card,17644,Limerick,Male,Category 25-34,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Fancy Ballerina Shoes,2025-05-03,Men — Shoes,3,116.1,45.15,Voucher,12253,Dublin,Male,Range 18-24,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Multi Short Sleeve Character T-shirt,2025-05-03,Children — Boys Clothing,1,16.5,8.41,Credit Card,11809,Louth,Female,Group 45-54,2025,2,6,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page06.html
Lilac/Mint Long Sleeve Shirts,2025-05-04,Children — Girls Clothing,1,26.0,13.26,Credit Card,3969,Dublin,Male,Group 18-24,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Black Skinny Fit Jeans,2025-05-04,Men — Jeans,1,46.0,18.4,Debit Card,18597,Meath,Female,Group 18-24,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Marshall Oxford Shirt,2025-05-04,Men — Shirts,3,189.0,71.82,Credit Card,18559,Kildare,Male,Range 55-64,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Light Grey Straight Fit Jeans,2025-05-04,Men — Jeans,1,29.0,11.6,Credit Card,12859,Westmeath,Female,Group 18-24,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Lilac/Mint Long Sleeve Shirts,2025-05-04,Children — Girls Clothing,1,26.0,13.26,Credit Card,3978,Wexford,F,Group 35-44,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Navy Herringbone Throw,2025-05-04,Homeware — Bed Bath,3,267.0,93.45,Credit Card,9297,Cork,M,Group 25-34,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Black Loose Fit Jeans,2025-05-05,Men — Jeans,1,29.0,11.6,Credit Card,4533,Wexford,Female,Range 25—34,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Blue Puff Sleeve T-shirt Five Pack,2025-05-06,Children — Girls Clothing,2,43.0,21.93,Credit Card,9522,Mayo,Female,Category 18-24,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Whitney Pullover,2025-05-06,Women — Tops,1,49.5,27.5,Debit Card,6234,Louth,Male,18-24,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Rose Print Prom Dress,2025-05-06,Children — Girls Clothing,1,37.0,18.87,Credit Card,2503,Meath,M,Category 45—54,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Multi Short Sleeve Character T-shirt,2025-05-06,Children — Boys  Clothing,1,16.5,8.41,Credit Card,4591,Mayo,Female,Group 25-34,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Grey Marl Panda Face Crew,2025-05-06,Children —  Boys Clothing,3,34.5,17.59,Debit Card,4439,Leitrim,Female,35-44,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Tan Leather Woven Slingbacks,2025-05-06,Men —  Shoes,1,43.0,19.35,Credit Card,1759,Meath,F,Group 35–44,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Black Skinny Fit Ultra Flex Jeans,2025-05-07,Men — Jeans,1,33.0,13.2,Credit Card,12750,Monaghan,M,Group 65+,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
White Colour Block T-Shirt,2025-05-07,Children — Boys Clothing,3,67.5,34.42,CC,1575,Cork,Female,Range 25—34,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Woodel Wall Mirror,2025-05-07,Homeware — Design,1,59.4,19.8,Credit Card,4029,Tipperary,Prefer not to say,18—24,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Fancy Ballerina Shoes,2025-05-07,Men — Shoes,3,129.0,58.05,Debit Card,14778,Dublin,F,Category 25-34,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Multi Llama Vests Three Pack,2025-05-08,Children  — Girls Clothing,1,17.5,8.93,Debit Card,2131,Clare,Male,Range 45-54,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Blue Stripe Snuggle Fit Pyjamas,2025-05-08,Children — Boys Clothing,5,92.5,47.17,Credit Card,13994,Cork,Female,Category 25—34,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Black Single Cuff Shirt,2025-05-08,Men — Shirts,1,42.0,15.96,Debit Card,18169,Cork,Male,Range 35-44,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Dark Ink Slim Fit Jeans,2025-05-08,Men  — Jeans,1,46.0,18.4,Debit Card,4131,Wicklow,Male,Category 45-54,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Dark Blue Belted Jeans,2025-05-08,Men — Jeans,1,29.0,11.6,Debit Card,4981,Clare,M,Category 18-24,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Floral Embroidered Kaftan,2025-05-08,Children —  Girls Clothing,1,32.0,16.32,Debit Card,6942,Westmeath,M,Range 35–44,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Black Jersey Denim Leggings,2025-05-09,Men — Trousers,1,57.0,27.93,Voucher,1191,Dublin,Male,Range 55—64,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Rose Gold Two Tier Drainer,2025-05-09,Homeware — Design,2,62.0,24.8,CC,6015,Kilkenny,M,45–54,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Harriet Chambray Top,2025-05-09,Women — Tops,1,31.5,17.5,Debit Card,1672,Cork,Female,Range 25-34,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
White Ric-Rac Dress,2025-05-09,Women — Dresses,1,45.9,20.4,Credit Card,5279,Tipperary,F,Range 25-34,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Juliette Pullover,2025-05-09,Women — Tops,1,47.7,26.5,Credit Card,13806,Cork,Male,Group 35-44,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Blue Floral Embroidered Mac,2025-05-10,Children — Girls Clothing,1,35.0,17.85,CC,15384,Clare,M,35-44,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Hawaiian Print Sun Safe Two Piece,2025-05-10,Children — Girls Clothing,2,35.0,17.85,Credit Card,19344,Cork,F,35-44,2025,2,7,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page07.html
Fluro Shorts Two Pack,2025-05-10,Children — Boys Clothing,4,70.0,35.7,Credit Card,4591,Mayo,Female,Group 25—34,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Blue Corbed Sandals,2025-05-10,Children — Boys Clothing,1,18.5,9.44,Credit Card,3911,Cork,M,Category 35-44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
White Short Sleeve Oxford Shirt,2025-05-10,Men — Shirts,1,53.0,20.14,PayPal,8184,Louth,Male,Group 35-44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Hawaiian Print Sun Safe Two Piece,2025-05-10,Children — Girls Clothing,1,17.5,8.93,Debit Card,11044,Dublin,Female,Range 18–24,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Lilac/Mint Long Sleeve Shirts,2025-05-11,Children — Girls Clothing,1,23.4,10.66,Credit Card,12116,Dublin,Female,Category 35—44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Rose Print Prom Dress,2025-05-12,Children —  Girls Clothing,2,74.0,37.74,PayPal,2253,Wicklow,Female,35–44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Black Slim Fit Jeans,2025-05-12,Men — Jeans,1,41.4,13.8,Voucher,17397,Limerick,Male,Range 55—64,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Marshall Oxford Shirt,2025-05-12,Men — Shirts,1,63.0,23.94,Credit Card,4577,Cork,Male,35-44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Fancy Ballerina Shoes,2025-05-12,Women — Shoes,4,154.8,60.2,Debit Card,16069,Kerry,Female,Category 18-24,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Red Joggers Two Pack,2025-05-12,Children — Boys Clothing,1,15.0,7.65,CC,13144,Laois,F,25-34,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Black Cigarette Trousers,2025-05-12,Men — Trousers,2,48.0,23.52,Debit Card,5078,Tipperary,M,18—24,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Lilac/Mint Long Sleeve Shirts,2025-05-12,Children —  Girls Clothing,1,26.0,13.26,PayPal,18169,Cork,Male,Range 35—44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Pink Slim Fit Double Cuff Shirt,2025-05-13,Men —  Shirts,1,29.0,11.02,PayPal,9950,Galway,Male,Range 35-44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Dark Blue Belted Jeans,2025-05-13,Men — Jeans,1,26.1,8.7,Debit Card,15553,Cork,Prefer not to say,Group 25–34,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Nude Peep Toe Cork Wedges,2025-05-13,Men — Shoes,1,44.0,19.8,Debit Card,2562,Donegal,F,Range 25—34,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Dark Blue Belted Jeans,2025-05-13,Men — Jeans,1,29.0,11.6,Debit Card,12791,Dublin,Female,Category 35-44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
White Short Sleeve Oxford Shirt,2025-05-13,Men — Shirts,1,53.0,20.14,Credit Card,6227,Cork,Male,Category 25-34,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Black Cigarette Trousers,2025-05-13,Men — Trousers,2,48.0,23.52,Debit Card,16003,Dublin,Female,Category 35-44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Floral Embroidered Kaftan,2025-05-14,Children — Girls Clothing,2,64.0,32.64,CC,16497,Galway,Female,25–34,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Red Joggers Two Pack,2025-05-14,Children — Boys Clothing,1,15.0,7.65,Credit Card,19341,Offaly,F,Category 25-34,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Floral Embroidered Kaftan,2025-05-14,Children — Girls Clothing,3,96.0,48.96,Credit Card,10262,Westmeath,F,Group 35–44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Ultimate Feels Like Down Duvet,2025-05-15,Homeware — Bed Bath,2,136.0,47.6,Debit Card,17297,Dublin,F,35-44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Navy Linen Blend Dress,2025-05-15,Women — Dresses,1,30.0,15.0,Debit Card,11287,Limerick,M,18-24,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Grey Marl Panda Face Crew,2025-05-15,Children — Boys Clothing,3,34.5,17.59,Debit Card,15647,Meath,Prefer not to say,Group 25-34,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Blue Floral Embroidered Mac,2025-05-16,Children — Girls Clothing,1,35.0,17.85,PayPal,9241,Dublin,Female,55-64,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Dawson Trolley,2025-05-16,Homeware — Design,1,57.0,22.8,Credit Card,9566,Kildare,Female,Range 35–44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Dark Wash Straight Fit Jeans,2025-05-16,Men — Jeans,1,33.0,13.2,Debit Card,13194,Limerick,Female,Range 45–54,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Mid Blue Straight Fit Jeans,2025-05-16,Men — Jeans,2,76.0,30.4,Credit Card,18769,Dublin,F,35—44,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Gertrude Cardigan,2025-05-16,Women — Tops,1,21.6,12.0,Credit Card,11881,Dublin,Female,Category 18-24,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
White Short Sleeve Oxford Shirt,2025-05-17,Men — Shirts,1,53.0,20.14,PayPal,18219,Dublin,Female,45-54,2025,2,8,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page08.html
Lilac/Mint Long Sleeve Shirts,2025-05-17,Children — Girls Clothing,2,46.8,21.32,CC,5631,Cork,M,35-44,2025,2,9,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page09.html
Black Signature Point Court Shoes,2025-05-17,Women  — Shoes,2,79.2,30.8,CC,19034,Mayo,Female,Category 18—24,2025,2,9,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page09.html
Tan Leather Woven Slingbacks,2025-05-17,Men — Shoes,1,43.0,19.35,Credit Card,11712,Dublin,M,Group 25–34,2025,2,9,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page09.html
Grey Marl Panda Face Crew,2025-05-17,Children — Boys Clothing,1,11.5,5.87,Debit Card,14659,Westmeath,F,25–34,2025,2,9,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page09.html
Hawaiian Print Sun Safe Two Piece,2025-05-18,Children  — Girls Clothing,1,17.5,8.93,CC,3056,Cork,F,Category 35-44,2025,2,9,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page09.html
Pink Slim Fit Double Cuff Shirt,2025-05-18,Men —  Shirts,1,29.0,11.02,Debit Card,2347,Cork,Female,25-34,2025,2,9,http://mlg.ucd.ie/modules/python/sources/retail/2025-Q2-page09.html
